Nb_of_items,item,cahs_price,make,model,Nbr_of_prod_purchas
833,2,17,2470.0,8,4,1
834,3,17,670.0,8,34,1
835,2,57,3199.0,165,2410,1
836,2,17,529.0,8,34,1
837,3,12,839.0,85,1166,1
838,1,17,1449.0,8,59,1
839,2,17,2799.0,8,4,1
840,1,23,1499.0,92,783,1
841,4,11,300.0,146,1839,4
842,2,16,399.0,8,279,1
843,1,17,1899.0,8,79,1
844,1,17,449.0,153,2231,1
845,1,57,3699.0,165,2416,1
846,2,17,889.0,8,50,1
847,1,17,898.0,8,50,1
848,2,17,1187.0,8,54,1
849,2,17,1150.0,8,59,1
850,5,17,2099.0,8,10,1
851,4,17,899.0,8,50,1
852,1,17,1379.0,8,54,1
853,5,17,1052.0,8,73,1
854,1,54,649.0,8,174,1
855,1,16,249.0,153,2243,1
856,2,17,1299.0,8,75,1
857,2,46,900.0,146,1341,3
858,2,17,1899.0,8,79,1
859,2,57,1299.0,153,2301,1
860,1,57,1407.0,153,2285,1
861,1,57,1299.0,109,929,1
862,2,16,409.0,8,303,1
863,2,57,1185.0,109,931,1
864,2,17,1149.0,8,54,1
865,1,17,569.0,8,82,1
866,1,17,2599.0,8,81,1
867,2,17,1150.0,8,54,1
868,1,57,1099.0,109,927,1
869,1,17,1549.0,8,53,1
870,2,17,1149.0,8,54,1
871,2,57,999.0,109,924,1
872,1,17,1379.0,8,54,1
873,2,17,1117.0,8,49,1
874,2,17,999.0,8,71,1
875,5,17,949.0,8,50,1
876,2,17,949.0,8,50,1
877,3,57,2499.0,109,939,1
878,1,17,549.0,8,33,1
879,2,17,1769.0,8,79,1
880,3,17,889.0,8,50,1
881,1,17,1117.0,8,50,1
882,2,57,1699.0,109,937,1
883,2,57,879.0,109,926,1
884,8,12,1599.0,85,739,1
885,1,17,959.0,8,71,1
886,1,17,1159.0,8,54,1
887,2,17,929.0,8,50,1
888,2,57,1199.0,109,929,1
889,2,17,749.0,8,63,1
890,2,17,1146.0,8,49,1
891,2,41,1649.0,88,1166,1
892,1,17,569.0,8,82,1
893,1,17,1899.0,8,79,1
894,1,17,949.0,8,50,1
895,1,17,499.0,8,33,1
896,1,16,369.0,8,324,1
897,2,17,1769.0,8,79,1
898,1,17,1149.0,8,59,1
899,2,17,899.0,8,50,1
900,1,17,1769.0,8,79,1
901,2,17,938.0,8,49,1
902,1,16,399.0,8,329,1
903,1,17,889.0,8,50,1
904,1,17,749.0,8,63,1
905,1,17,1319.0,8,54,1
906,2,55,624.0,8,207,1
907,1,17,898.0,8,50,1
908,2,17,1117.0,8,50,1
909,1,16,499.0,8,344,1
910,2,57,1499.0,165,2406,1
911,2,17,999.0,8,71,1
912,1,57,1699.0,165,2406,1
913,1,17,2399.0,8,79,1
914,2,55,429.0,8,244,1
915,7,17,579.0,8,33,1
916,2,17,649.0,8,33,1
917,3,12,1480.0,146,1787,1
918,1,17,889.0,8,50,1
919,2,17,1549.0,8,53,1
920,1,16,369.0,153,2248,1
921,2,17,887.0,8,50,1
922,1,17,2470.0,8,3,1
923,4,17,1099.0,8,73,1
924,1,16,409.0,8,303,1
925,2,17,1358.0,8,54,1
926,1,17,949.0,8,50,1
927,1,57,1799.0,165,2409,1
928,2,17,2470.0,8,4,1
929,1,17,1187.0,8,54,1
930,4,17,1799.0,8,79,1
931,1,16,389.0,8,331,1
932,3,41,2699.0,193,1166,1
933,3,17,1798.0,8,50,2
934,1,57,1185.0,109,931,1
935,1,17,2155.0,8,79,1
936,1,16,379.0,8,297,1
937,1,17,1379.0,8,54,1
938,2,17,1899.0,8,79,1
939,1,57,1299.0,109,929,1
940,1,17,2399.0,8,81,1
941,1,57,1399.0,109,935,1
942,1,16,379.0,8,295,1
943,1,55,1399.0,8,236,1
944,7,57,2999.0,165,2416,1
945,2,17,1146.0,8,49,1
946,1,17,2399.0,8,79,1
947,1,24,1339.0,68,597,1
948,1,17,949.0,8,50,1
949,2,15,349.0,8,293,1
950,2,17,569.0,8,82,1
951,1,17,1449.0,8,59,1
952,3,17,1117.0,8,50,1
953,2,17,691.0,8,33,1
954,1,17,2399.0,8,79,1
955,1,56,1299.0,109,1063,1
956,1,16,409.0,8,303,1
957,4,17,1159.0,8,54,1
958,21,35,160.0,22,392,1
959,1,17,2470.0,8,3,1
960,1,57,899.0,109,934,1
961,1,16,409.0,8,303,1
962,1,41,1999.0,172,1166,1
963,1,16,499.0,8,347,1
964,5,57,1399.0,109,929,1
965,2,17,2235.0,8,81,1
966,7,17,889.0,8,50,1
967,1,17,2599.0,8,81,1
968,1,57,2099.0,109,939,1
969,1,17,2155.0,8,79,1
970,2,12,1500.0,146,1790,1
971,1,17,1358.0,8,54,1
972,2,17,889.0,8,50,1
973,2,17,719.0,8,40,1
974,1,57,3299.0,165,2416,1
975,2,17,749.0,8,63,1
976,2,17,898.0,8,50,1
977,2,16,369.0,8,326,1
978,2,42,1049.0,88,774,1
979,2,17,1649.0,8,59,1
980,1,17,1099.0,8,6,1
981,2,17,898.0,8,50,1
982,2,17,1899.0,8,79,1
983,2,17,1149.0,8,54,1
984,1,17,889.0,8,50,1
985,1,57,1699.0,109,937,1
986,1,12,1034.0,146,1607,1
987,1,17,899.0,8,50,1
988,1,17,949.0,8,50,1
989,2,15,719.0,8,293,1
990,1,16,269.0,153,2244,1
991,1,17,734.0,8,63,1
992,1,17,949.0,8,50,1
993,2,17,556.0,8,33,1
994,1,17,1187.0,8,54,1
995,1,9,1458.0,17,379,1
996,1,17,1187.0,8,51,1
997,1,17,899.0,8,50,1
998,1,57,1599.0,109,937,1
999,2,41,1375.0,69,1166,1
1000,1,17,1899.0,8,79,1
1001,1,16,409.0,8,303,1
1002,1,17,1899.0,8,79,1
1003,2,16,399.0,8,329,1
1004,1,17,1379.0,8,54,1
1005,2,17,1099.0,8,73,1
1006,3,15,379.0,8,268,1
1007,1,17,1099.0,8,6,1
1008,1,17,893.0,8,50,1
1009,17,12,1075.0,146,1166,1
1010,1,42,1499.0,146,1281,1
1011,3,17,1649.0,8,59,1
1012,4,57,699.0,109,899,1
1013,2,17,1319.0,8,54,1
1014,1,57,999.0,153,2259,1
1015,1,17,749.0,8,63,1
1016,6,5,1045.0,26,418,1
1017,2,17,949.0,8,50,1
1018,1,56,1195.0,109,1066,1
1019,2,17,949.0,8,50,1
1020,2,17,949.0,8,50,1
1021,3,17,749.0,8,63,1
1022,2,17,1152.0,8,51,1
1023,1,17,1379.0,8,54,1
1024,1,17,749.0,8,63,1
1025,3,41,749.0,146,1166,1
1026,4,57,899.0,153,2301,1
1027,1,17,889.0,8,50,1
1028,1,35,549.0,51,529,1
1029,1,17,549.0,196,2837,1
1030,1,17,1187.0,8,54,1
1031,2,17,1052.0,8,73,1
1032,1,17,1899.0,8,79,1
1033,2,16,649.0,8,341,1
1034,1,17,1358.0,8,54,1
1035,1,17,949.0,8,50,1
1036,2,17,2599.0,8,81,1
1037,1,17,1187.0,8,54,1
1038,1,17,499.0,8,82,1
1039,2,17,699.0,8,63,1
1040,1,17,1319.0,8,54,1
1041,2,46,999.0,146,1166,1
1042,1,57,779.0,109,926,1
1043,2,42,2899.0,146,2136,1
1044,3,17,949.0,8,50,1
1045,2,16,369.0,8,280,1
1046,1,17,949.0,8,50,1
1047,2,12,2099.0,146,1761,1
1048,1,17,999.0,8,71,1
1049,3,42,599.0,146,1348,1
1050,1,57,899.0,109,926,1
1051,1,16,369.0,8,324,1
1052,1,17,2198.0,8,73,2
1053,1,17,893.0,8,50,1
1054,2,17,949.0,8,50,1
1055,1,17,1999.0,8,9,1
1056,6,12,599.0,146,1166,1
1057,1,17,2599.0,8,81,1
1058,2,17,1100.0,8,50,1
1059,1,16,399.0,8,329,1
1060,1,17,887.0,8,50,1
1061,1,17,1379.0,8,51,1
1062,4,17,938.0,8,49,1
1063,1,17,430.0,153,2231,1
1064,2,17,999.0,196,2837,1
1065,1,17,899.0,8,50,1
1066,1,57,1299.0,109,929,1
1067,2,17,1855.0,8,79,1
1068,1,17,1149.0,8,54,1
1069,2,17,556.0,8,33,1
1070,2,17,889.0,8,50,1
1071,1,54,1599.0,153,2253,1
1072,2,5,750.0,132,1047,1
1073,1,17,889.0,8,50,1
1074,2,17,1299.0,8,75,1
1075,1,17,1559.0,8,53,1
1076,3,17,825.0,8,65,1
1077,2,17,1159.0,8,54,1
1078,1,17,2399.0,8,81,1
1079,2,12,1049.0,196,2837,1
1080,2,17,1099.0,8,73,1
1081,2,17,1159.0,8,54,1
1082,2,57,1599.0,109,932,1
1083,1,17,1117.0,8,50,1
1084,1,17,949.0,8,50,1
1085,1,17,949.0,8,50,1
1086,2,57,989.0,153,2259,1
1087,1,17,1358.0,8,54,1
1088,1,17,893.0,8,50,1
1089,3,57,1099.0,153,2263,1
1090,2,17,1117.0,8,50,1
1091,1,17,949.0,8,50,1
1092,2,17,556.0,8,33,1
1093,2,17,999.0,8,71,1
1094,5,17,1099.0,8,73,1
1095,1,17,1899.0,8,79,1
1096,1,57,1999.0,153,2280,1
1097,1,17,1299.0,8,75,1
1098,3,12,2599.0,146,1844,1
1099,2,57,1199.0,109,929,1
1100,2,17,898.0,8,50,1
1101,1,57,2999.0,165,2410,1
1102,4,55,1199.0,8,236,1
1103,1,16,749.0,8,318,1
1104,1,16,399.0,8,331,1
1105,1,17,887.0,8,50,1
1106,1,17,1379.0,8,54,1
1107,3,17,1249.0,8,76,1
1108,2,17,1152.0,8,51,1
1109,2,17,1149.0,8,54,1
1110,1,17,1799.0,8,79,1
1111,1,17,949.0,8,50,1
1112,1,17,938.0,8,49,1
1113,1,53,1449.0,128,1033,1
1114,1,17,1899.0,8,79,1
1115,2,17,849.0,8,65,1
1116,2,17,749.0,8,69,1
1117,1,57,1099.0,109,924,1
1118,1,17,734.0,8,63,1
1119,1,17,1117.0,8,50,1
1120,2,42,1649.0,146,1721,1
1121,2,17,2399.0,8,79,1
1122,1,17,949.0,8,50,1
1123,2,17,887.0,8,50,1
1124,1,17,889.0,8,50,1
1125,1,17,1120.0,8,50,1
1126,2,17,1899.0,8,79,1
1127,1,17,2599.0,8,81,1
1128,1,16,219.0,153,2244,1
1129,1,17,949.0,8,50,1
1130,1,57,1399.0,109,915,1
1131,3,57,2799.0,109,942,1
1132,2,17,1649.0,8,59,1
1133,2,17,1999.0,8,74,1
1134,1,17,2155.0,8,79,1
1135,1,54,1699.0,153,2253,1
1136,1,17,719.0,8,40,1
1137,1,17,949.0,8,50,1
1138,2,17,999.0,8,71,1
1139,4,17,689.0,8,33,1
1140,1,16,399.0,8,329,1
1141,1,17,889.0,8,50,1
1142,1,17,893.0,8,50,1
1143,3,17,1149.0,8,76,1
1144,1,12,1850.0,146,1787,1
1145,1,57,1799.0,165,2409,1
1146,4,57,1099.0,109,924,1
1147,1,57,1999.0,109,937,1
1148,2,41,1849.0,146,1166,1
1149,1,46,1274.0,99,833,1
1150,1,17,1855.0,8,79,1
1151,1,17,1299.0,8,75,1
1152,2,16,599.0,8,333,1
1153,2,17,1379.0,8,54,1
1154,2,42,699.0,146,540,1
1155,3,17,734.0,8,63,1
1156,3,17,1649.0,8,59,1
1157,1,17,949.0,8,50,1
1158,1,17,949.0,8,50,1
1159,2,17,779.0,8,40,1
1160,1,17,1149.0,8,76,1
1161,2,57,1139.0,165,2398,1
1162,1,57,1699.0,109,937,1
1163,1,42,1499.0,146,1195,1
1164,3,57,788.0,165,2408,1
1165,2,12,1399.0,146,1760,1
1166,5,17,887.0,8,50,1
1167,3,56,1498.0,109,1068,1
1168,2,16,389.0,8,299,1
1169,1,57,899.0,153,2301,1
1170,2,17,893.0,8,50,1
1171,2,17,1649.0,8,72,1
1172,1,17,489.0,153,2231,1
1173,1,57,1185.0,109,931,1
1174,1,17,1117.0,8,50,1
1175,1,57,1299.0,165,2413,1
1176,3,17,949.0,8,50,1
1177,5,17,1099.0,8,73,1
1178,1,16,499.0,8,344,1
1179,2,16,389.0,8,302,1
1180,1,16,509.0,8,276,1
1181,1,17,889.0,8,50,1
1182,1,17,549.0,8,33,1
1183,2,17,999.0,8,69,1
1184,3,12,2999.0,146,1166,1
1185,1,17,949.0,8,50,1
1186,1,17,549.0,8,33,1
1187,2,16,369.0,8,326,1
1188,1,17,2599.0,8,81,1
1189,1,15,449.0,8,293,1
1190,2,17,1187.0,8,54,1
1191,2,17,949.0,8,50,1
1192,1,17,893.0,8,50,1
1193,2,17,749.0,8,63,1
1194,2,17,849.0,8,65,1
1195,2,17,1148.0,8,50,1
1196,3,17,1359.0,8,51,1
1197,1,17,554.0,8,33,1
1198,4,42,899.0,146,1960,1
1199,1,57,1499.0,109,932,1
1200,1,17,3098.0,8,53,2
1201,1,17,849.0,8,69,1
1202,2,17,1899.0,8,79,1
1203,1,17,889.0,8,50,1
1204,1,57,2999.0,153,2288,1
1205,1,17,1649.0,8,72,1
1206,1,16,369.0,8,324,1
1207,2,17,1449.0,8,59,1
1208,2,42,1849.0,146,1544,1
1209,2,17,889.0,8,50,1
1210,1,17,899.0,8,50,1
1211,2,56,1999.0,165,793,1
1212,1,46,1199.0,146,1166,1
1213,2,16,499.0,8,344,1
1214,1,57,1799.0,109,937,1
1215,1,17,949.0,8,50,1
1216,3,56,1798.0,109,1071,1
1217,2,55,1099.0,8,236,1
1218,1,17,887.0,8,50,1
1219,1,16,249.0,153,2243,1
1220,1,41,899.0,146,1166,1
1221,2,15,459.0,8,293,1
1222,1,9,529.0,190,2734,1
1223,2,55,774.0,8,188,1
1224,2,17,949.0,8,50,1
1225,3,42,1549.0,146,1252,1
1226,2,17,1100.0,8,50,1
1227,2,57,1099.0,153,2266,1
1228,1,17,1100.0,8,50,1
1229,1,17,479.0,8,61,1
1230,2,12,2599.0,146,1832,1
1231,1,17,749.0,8,63,1
1232,1,17,479.0,8,61,1
1233,2,16,379.0,8,297,1
1234,1,17,898.0,8,50,1
1235,1,57,1799.0,109,918,1
1236,1,42,3798.0,146,1724,2
1237,1,17,1649.0,8,72,1
1238,13,11,615.0,146,2123,3
1239,1,17,1599.0,8,55,1
1240,1,16,379.0,8,295,1
1241,1,54,819.0,153,2223,1
1242,1,12,629.0,196,2837,1
1243,2,17,1187.0,8,54,1
1244,1,9,1770.0,17,375,1
1245,2,17,1899.0,120,1007,1
1246,1,17,1099.0,8,77,1
1247,3,17,849.0,8,65,1
1248,1,57,1199.0,109,924,1
1249,3,17,1099.0,8,73,1
1250,2,55,724.0,8,188,1
1251,1,16,409.0,8,303,1
1252,1,57,1189.0,165,2404,1
1253,11,12,1460.0,187,1166,1
1254,1,54,549.0,8,220,1
1255,2,55,624.0,8,207,1
1256,2,17,899.0,8,47,1
1257,2,17,2155.0,8,79,1
1258,1,55,499.0,8,252,1
1259,2,17,1459.0,8,53,1
1260,1,57,1399.0,109,929,1
1261,1,16,399.0,8,280,1
1262,2,17,949.0,8,50,1
1263,1,17,2599.0,8,81,1
1264,3,17,2399.0,8,81,1
1265,2,17,1899.0,8,79,1
1266,1,17,1149.0,8,54,1
1267,1,16,399.0,8,329,1
1268,1,17,999.0,8,71,1
1269,1,57,1099.0,109,927,1
1270,2,17,749.0,8,63,1
1271,2,17,889.0,8,50,1
1272,1,17,949.0,8,50,1
1273,4,42,1499.0,146,537,1
1274,1,5,1499.0,56,550,1
1275,1,17,887.0,8,50,1
1276,1,16,369.0,8,326,1
1277,3,17,929.0,8,49,1
1278,1,17,1120.0,8,50,1
1279,3,12,798.0,157,2331,2
1280,2,17,898.0,8,50,1
1281,2,17,1117.0,8,50,1
1282,2,57,2479.0,109,942,1
1283,1,17,2399.0,8,81,1
1284,2,15,349.0,8,293,1
1285,1,17,1899.0,8,79,1
1286,1,15,479.0,8,293,1
1287,1,17,2599.0,8,81,1
1288,2,17,849.0,8,65,1
1289,1,17,889.0,8,50,1
1290,2,16,369.0,8,322,1
1291,2,17,1080.0,8,73,1
1292,1,17,1999.0,8,259,1
1293,2,37,1499.0,165,2420,1
1294,2,17,2235.0,8,81,1
1295,2,55,899.0,8,186,1
1296,1,17,959.0,8,71,1
1297,4,12,550.0,146,1308,1
1298,2,46,999.0,146,1166,1
1299,2,56,1198.0,109,1066,1
1300,1,17,1899.0,8,79,1
1301,1,18,950.0,169,2447,1
1302,1,17,1299.0,8,75,1
1303,1,57,1190.0,109,931,1
1304,2,17,1099.0,8,73,1
1305,1,54,719.0,153,2223,1
1306,4,17,749.0,8,63,1
1307,1,57,3299.0,153,2297,1
1308,2,13,1000.0,124,1020,1
1309,2,17,1187.0,8,54,1
1310,1,17,887.0,8,50,1
1311,3,17,649.0,8,33,1
1312,1,54,999.0,153,2250,1
1313,1,17,2155.0,8,79,1
1314,1,17,929.0,8,49,1
1315,1,57,1389.0,153,2268,1
1316,3,17,1187.0,8,54,1
1317,1,17,1149.0,8,54,1
1318,1,16,399.0,8,329,1
1319,2,17,1099.0,8,73,1
1320,3,17,749.0,8,69,1
1321,1,17,569.0,8,82,1
1322,2,17,1358.0,8,54,1
1323,1,57,849.0,109,926,1
1324,2,17,1149.0,8,54,1
1325,3,17,1099.0,8,73,1
1326,1,17,949.0,8,50,1
1327,1,54,724.0,8,206,1
1328,1,17,1187.0,8,54,1
1329,1,42,1245.0,173,2568,1
1330,1,17,1117.0,8,50,1
1331,2,17,893.0,8,50,1
1332,1,42,2392.0,146,1908,8
1333,1,17,1249.0,8,57,1
1334,2,17,691.0,8,33,1
1335,1,16,369.0,8,326,1
1336,1,16,499.0,8,340,1
1337,2,17,929.0,196,2837,1
1338,3,55,399.0,8,244,1
1339,1,57,799.0,109,902,1
1340,2,16,399.0,8,329,1
1341,2,41,549.0,146,1166,1
1342,3,17,949.0,8,50,1
1343,1,17,1735.0,8,79,1
1344,1,17,887.0,8,50,1
1345,1,17,889.0,8,50,1
1346,1,17,887.0,8,50,1
1347,2,57,3199.0,109,943,1
1348,1,17,679.0,153,2232,1
1349,1,17,749.0,44,492,1
1350,1,16,379.0,8,298,1
1351,1,17,929.0,8,50,1
1352,1,17,889.0,8,50,1
1353,2,17,1358.0,8,51,1
1354,1,17,1379.0,8,54,1
1355,1,16,399.0,8,329,1
1356,1,17,893.0,8,50,1
1357,1,17,949.0,8,50,1
1358,3,17,889.0,8,50,1
1359,5,40,275.0,146,1166,1
1360,1,15,379.0,8,293,1
1361,4,5,449.0,12,353,1
1362,1,16,656.0,8,323,2
1363,3,17,619.0,8,61,1
1364,2,16,379.0,8,271,1
1365,2,17,1769.0,8,79,1
1366,1,17,929.0,8,49,1
1367,2,17,1449.0,8,59,1
1368,1,17,1899.0,8,79,1
1369,1,17,899.0,8,50,1
1370,2,17,889.0,8,50,1
1371,3,17,1099.0,8,73,1
1372,1,57,599.0,109,922,1
1373,2,17,1117.0,8,50,1
1374,2,46,999.0,146,1929,1
1375,1,17,554.0,8,33,1
1376,1,17,899.0,8,50,1
1377,4,42,750.0,146,542,1
1378,3,41,999.0,193,1166,1
1379,2,42,1149.0,146,1259,1
1380,1,17,949.0,8,50,1
1381,2,17,1052.0,8,73,1
1382,1,57,1249.0,109,934,1
1383,1,57,989.0,153,2259,1
1384,2,17,1358.0,8,51,1
1385,8,12,599.0,172,2104,1
1386,2,12,640.0,146,1766,1
1387,2,42,599.0,146,1348,1
1388,1,17,749.0,8,63,1
1389,1,57,2299.0,153,2295,1
1390,1,17,552.0,8,33,1
1391,1,57,1667.0,109,938,1
1392,1,57,1899.0,109,937,1
1393,2,17,1249.0,8,50,1
1394,3,42,2849.0,146,1240,1
1395,1,57,1499.0,165,2406,1
1396,2,17,1199.0,8,7,1
1397,2,17,1149.0,8,59,1
1398,3,41,1499.0,146,1166,1
1399,1,57,1299.0,153,2301,1
1400,1,57,2499.0,140,1107,1
1401,1,56,1195.0,109,1066,1
1402,1,17,1117.0,8,50,1
1403,1,17,1100.0,8,50,1
1404,1,57,3699.0,153,2277,1
1405,1,17,899.0,8,50,1
1406,1,16,399.0,8,330,1
1407,1,54,699.0,8,189,1
1408,2,55,774.0,8,207,1
1409,1,17,1187.0,8,54,1
1410,3,17,569.0,8,82,1
1411,1,57,999.0,109,924,1
1412,2,55,999.0,8,223,1
1413,2,17,999.0,8,71,1
1414,4,17,499.0,8,33,1
1415,1,57,969.0,153,2301,1
1416,1,17,949.0,8,50,1
1417,1,17,849.0,8,65,1
1418,1,17,889.0,8,50,1
1419,2,17,1159.0,8,54,1
1420,3,17,728.0,8,40,1
1421,6,12,249.0,7,167,1
1422,1,17,749.0,8,63,1
1423,1,17,899.0,8,50,1
1424,1,17,1117.0,8,50,1
1425,1,17,949.0,8,50,1
1426,1,12,2199.0,187,2693,1
1427,1,57,1599.0,153,2284,1
1428,2,42,862.0,146,1222,1
1429,3,12,749.0,146,1471,1
1430,2,55,724.0,8,188,1
1431,5,12,949.0,146,1471,1
1432,3,16,409.0,8,303,1
1433,2,15,379.0,8,293,1
1434,2,57,939.0,109,924,1
1435,1,17,949.0,8,50,1
1436,1,17,2399.0,8,81,1
1437,3,17,1149.0,8,54,1
1438,1,17,1117.0,8,50,1
1439,1,17,949.0,8,50,1
1440,2,17,1785.0,8,53,1
1441,2,42,1999.0,146,1876,1
1442,1,17,949.0,8,50,1
1443,3,12,559.0,146,1972,1
1444,1,17,893.0,8,50,1
1445,2,17,1099.0,8,73,1
1446,1,57,969.0,109,929,1
1447,2,57,1099.0,165,2398,1
1448,1,17,889.0,8,50,1
1449,2,8,1499.0,184,1166,1
1450,1,17,629.0,153,2231,1
1451,1,17,1117.0,8,50,1
1452,1,54,399.0,8,249,1
1453,1,17,965.0,8,71,1
1454,2,57,1199.0,109,929,1
1455,2,17,556.0,8,33,1
1456,1,17,527.0,153,2209,1
1457,1,17,1249.0,8,59,1
1458,2,17,749.0,8,63,1
1459,2,17,949.0,8,49,1
1460,2,17,1159.0,8,54,1
1461,1,16,369.0,8,324,1
1462,1,17,1187.0,8,54,1
1463,1,17,2099.0,8,10,1
1464,2,17,749.0,8,63,1
1465,1,17,1187.0,8,54,1
1466,1,17,887.0,8,50,1
1467,1,28,399.0,51,525,1
1468,2,42,899.0,146,1394,1
1469,1,57,1199.0,109,929,1
1470,2,46,899.0,146,1179,1
1471,1,16,379.0,8,295,1
1472,5,42,758.0,146,1359,2
1473,1,17,2599.0,8,81,1
1474,2,17,1159.0,8,54,1
1475,1,57,1599.0,109,932,1
1476,1,17,1649.0,8,72,1
1477,2,57,1179.0,165,2406,1
1478,1,57,1799.0,165,2409,1
1479,1,57,1557.0,109,937,1
1480,2,17,1149.0,8,49,1
1481,1,57,1199.0,109,929,1
1482,1,17,965.0,8,71,1
1483,2,57,2188.0,153,2294,1
1484,1,16,369.0,8,324,1
1485,1,17,2599.0,8,81,1
1486,4,42,849.0,146,1402,1
1487,1,17,2599.0,8,81,1
1488,2,17,499.0,8,33,1
1489,3,17,1099.0,8,73,1
1490,2,17,539.0,8,34,1
1491,1,57,999.0,153,2262,1
1492,2,16,379.0,8,298,1
1493,1,56,3199.0,109,1075,1
1494,2,17,552.0,8,33,1
1495,2,55,999.0,8,223,1
1496,2,12,1799.0,146,1759,1
1497,1,17,1649.0,8,59,1
1498,2,17,1379.0,8,54,1
1499,2,55,774.0,8,188,1
1500,1,16,399.0,8,329,1
1501,1,17,1249.0,8,76,1
1502,1,17,959.0,8,71,1
1503,2,15,388.0,8,293,1
1504,3,57,1999.0,109,932,1
1505,1,17,1349.0,8,54,1
1506,2,17,1052.0,8,73,1
1507,1,16,499.0,8,282,1
1508,1,55,674.0,8,207,1
1509,2,55,774.0,8,188,1
1510,1,16,369.0,8,277,1
1511,1,4,879.0,139,1166,1
1512,1,17,1899.0,8,79,1
1513,1,57,1199.0,109,929,1
1514,1,41,2749.0,146,1166,1
1515,1,42,2639.0,146,1245,1
1516,3,12,1950.0,146,1787,1
1517,1,57,899.0,153,2257,1
1518,1,57,1199.0,109,929,1
1519,1,46,1999.0,99,838,1
1520,2,17,1117.0,8,50,1
1521,1,54,1699.0,153,2253,1
1522,4,17,1099.0,8,73,1
1523,2,17,479.0,8,61,1
1524,2,17,929.0,8,49,1
1525,1,42,2799.0,146,1407,1
1526,1,17,2155.0,8,79,1
1527,1,17,2155.0,8,79,1
1528,2,55,410.0,8,244,1
1529,1,9,2246.0,17,372,1
1530,3,17,1148.0,8,49,1
1531,1,46,2349.0,99,842,1
1532,1,17,1769.0,8,79,1
1533,1,17,1099.0,8,77,1
1534,2,57,1099.0,153,2263,1
1535,1,57,1199.0,153,2256,1
1536,2,17,937.0,8,49,1
1537,1,17,409.0,8,19,1
1538,1,16,369.0,8,323,1
1539,2,57,2098.0,153,2285,1
1540,2,12,449.0,146,1166,1
1541,1,17,1187.0,8,54,1
1542,3,17,1052.0,8,73,1
1543,3,17,938.0,8,49,1
1544,1,57,1179.0,165,2406,1
1545,4,17,1799.0,8,79,1
1546,2,17,1899.0,8,79,1
1547,4,12,729.0,146,1944,1
1548,1,57,985.0,109,926,1
1549,1,17,1899.0,8,79,1
1550,1,17,849.0,8,65,1
1551,2,17,1649.0,8,59,1
1552,2,17,949.0,8,50,1
1553,1,17,309.0,8,60,1
1554,1,17,1999.0,8,53,1
1555,2,17,1052.0,8,73,1
1556,1,17,898.0,8,50,1
1557,3,17,1299.0,8,75,1
1558,1,17,1555.0,8,55,1
1559,1,57,999.0,165,2395,1
1560,2,55,1099.0,8,236,1
1561,1,17,1117.0,8,50,1
1562,1,17,949.0,8,50,1
1563,2,17,1148.0,8,50,1
1564,2,17,849.0,8,65,1
1565,2,17,899.0,196,2837,1
1566,1,16,379.0,8,300,1
1567,1,57,2198.0,109,924,2
1568,2,15,699.0,8,293,1
1569,1,57,1099.0,153,2271,1
1570,1,17,949.0,8,50,1
1571,2,17,552.0,8,34,1
1572,1,16,409.0,153,2246,1
1573,2,17,1999.0,8,9,1
1574,1,17,1899.0,8,79,1
1575,2,17,887.0,8,50,1
1576,2,17,949.0,8,50,1
1577,2,55,449.0,8,244,1
1578,2,17,1549.0,8,53,1
1579,1,16,379.0,8,295,1
1580,1,17,1398.0,11,350,2
1581,2,57,899.0,153,2257,1
1582,2,15,459.0,8,293,1
1583,3,17,1649.0,8,72,1
1584,2,57,899.0,165,2395,1
1585,1,42,1789.0,146,1259,1
1586,3,15,379.0,8,293,1
1587,1,5,1499.0,56,552,1
1588,1,57,1699.0,109,929,1
1589,2,46,999.0,146,1929,1
1590,2,16,699.0,8,346,1
1591,1,17,889.0,8,50,1
1592,1,57,1599.0,153,2280,1
1593,2,17,949.0,8,50,1
1594,3,9,529.0,190,2734,1
1595,1,17,899.0,8,50,1
1596,1,16,399.0,8,329,1
1597,1,17,1549.0,8,53,1
1598,1,16,399.0,8,329,1
1599,3,17,691.0,8,33,1
1600,5,41,2380.0,188,1166,1
1601,3,17,689.0,8,33,1
1602,1,17,949.0,8,50,1
1603,1,16,379.0,8,298,1
1604,1,42,2199.0,146,1213,1
1605,1,17,1117.0,8,50,1
1606,2,17,898.0,8,50,1
1607,1,57,1799.0,109,937,1
1608,1,41,899.0,146,1166,1
1609,2,56,1198.0,109,1066,1
1610,1,17,949.0,8,50,1
1611,2,55,769.0,153,2226,1
1612,1,17,899.0,8,50,1
1613,2,17,1187.0,8,54,1
1614,1,17,899.0,8,50,1
1615,1,17,1249.0,8,59,1
1616,4,17,1797.0,8,55,1
1617,2,57,799.0,109,922,1
1618,2,55,1099.0,8,236,1
1619,2,17,889.0,8,50,1
1620,1,17,1849.0,8,9,1
1621,2,17,1117.0,8,50,1
1622,2,17,1649.0,8,59,1
1623,2,17,1187.0,8,54,1
1624,1,42,1999.0,88,776,1
1625,1,17,889.0,8,50,1
1626,2,42,1599.0,146,1560,1
1627,2,15,379.0,8,293,1
1628,2,55,749.0,8,173,1
1629,4,41,2399.0,146,1166,1
1630,3,15,489.0,8,293,1
